age,income,score,balance,region,label
18.7,79616.93,0.3051,5783.09,south,1
68.0,59605.70,-1.1667,5326.69,east,1
65.6,99368.93,-0.1013,6985.74,north,1
23.3,90741.87,-0.3078,7376.92,east,1
46.7,55940.91,-2.4667,8520.87,west,0
34.3,57604.85,,4926.42,west,1
29.0,42689.88,1.9922,7041.70,south,0
32.3,36235.26,-0.3674,7968.24,west,0
20.8,74263.51,-0.6072,10329.72,east,0
53.8,55901.99,0.8577,5594.12,north,1
37.1,53250.60,-1.2615,3846.95,east,0
54.4,57314.03,-0.0027,3278.77,west,1
60.4,72247.84,0.2067,4967.28,east,1
47.8,76843.81,-0.5528,23.56,north,1
35.9,60331.06,-0.0910,2013.80,west,0
25.3,56912.59,-0.8229,7332.74,east,0
51.9,62129.04,-0.5695,11425.03,south,0
53.1,96680.04,0.6065,9458.97,south,1
58.6,23846.11,-0.8476,3414.07,north,0
25.2,39976.52,-0.5628,9001.40,south,0
20.4,68673.18,-0.6813,6357.81,north,0
63.7,62921.30,0.4595,3726.25,east,1
49.5,81954.16,-0.3759,9347.28,south,1
22.9,83407.36,-0.8275,8083.86,west,1
54.9,95153.58,0.2914,8046.91,south,1
20.9,46290.84,-1.9220,7078.38,south,0
50.9,71146.52,-1.8205,8302.37,north,0
46.9,56182.18,0.2513,4430.32,west,0
55.2,77449.13,1.7383,4415.59,east,1
22.9,63636.50,-0.4857,3526.53,north,0
65.2,75954.87,0.2978,8066.00,north,1
66.9,47315.12,-1.3351,6788.01,north,0
69.2,63281.08,0.0941,8311.33,north,1
57.8,51343.46,0.1638,4344.43,west,0
34.2,55790.82,0.5211,4502.55,east,0
68.9,52393.46,-0.7243,5300.58,east,0
49.9,42249.84,1.8076,5397.68,north,0
55.4,80061.25,-0.9281,4644.42,west,0
52.4,65610.64,1.4153,9678.91,west,1
28.7,79645.67,-1.0380,5921.95,east,1
62.4,42874.00,0.7271,-2595.04,east,1
51.6,25972.11,1.2485,3485.32,north,0
29.5,49022.15,2.0342,6114.55,north,0
37.7,57745.78,-0.1289,5829.69,south,0
25.5,74357.70,-1.5787,5537.63,north,1
40.5,79058.13,0.7807,4707.07,north,1
69.5,81951.08,-0.6897,9982.69,south,1
38.0,87560.89,-1.0348,2931.11,west,1
38.6,73292.00,-0.5737,7678.20,north,1
59.8,62409.84,-0.8779,8217.36,west,0
22.3,46967.82,0.7062,8341.05,south,0
24.2,72552.24,0.1623,12051.87,north,0
56.8,51602.19,0.6320,2722.58,east,1
24.8,46253.14,0.7992,3446.38,south,0
49.8,70800.23,-0.3815,6569.93,south,0
60.5,64327.99,0.6527,7027.62,south,1
47.3,75556.82,1.1355,7150.44,west,1
22.2,47803.00,1.7457,3380.15,south,0
28.7,81127.80,0.1472,4265.79,east,1
46.1,66800.06,-0.2603,10185.56,south,0
67.6,57473.62,-0.8939,7480.12,south,0
52.0,47083.20,-0.3850,7472.55,west,0
54.2,41431.55,-0.0026,8000.40,north,0
49.0,36355.48,0.2270,10902.73,south,0
35.0,85196.79,-1.2851,5010.17,north,1
49.6,,-0.3935,6404.77,north,1
18.5,71609.02,-0.2010,645.78,north,1
39.5,56092.77,-0.5719,4407.82,west,0
60.2,50289.57,-0.5892,6400.18,west,0
28.6,52099.67,0.3190,7376.79,south,0
51.7,58752.07,-0.9329,3252.24,east,0
55.5,76441.77,0.4363,1322.57,east,1
26.1,70411.07,-1.0297,2882.37,south,1
62.6,60435.08,0.1941,-936.11,east,1
30.7,36241.14,-1.0626,2178.52,west,0
68.1,28999.94,1.1073,4975.78,east,0
35.9,93445.39,0.6915,6818.03,west,1
49.8,42656.22,1.2608,9823.04,east,1
67.3,32732.76,-0.8040,5882.42,north,0
60.6,80293.59,-1.2581,3057.25,west,0
43.3,33963.57,-1.2592,6004.94,north,0
28.1,,-0.2225,4244.94,north,1
50.0,76907.37,0.9972,8545.70,north,1
48.6,64839.28,0.6609,8595.06,west,1
21.3,77475.68,0.6283,338.02,south,1
37.9,35864.02,-1.1767,4530.50,south,0
65.9,38827.41,1.0175,11627.12,south,0
45.3,57018.99,0.6843,9025.98,west,1
27.4,60381.47,-0.5271,4734.91,north,0
51.5,58939.20,-2.4245,-3990.33,north,1
41.6,68656.86,-0.7638,7431.66,south,0
65.5,47399.15,-0.1354,6511.70,east,1
43.5,22767.62,1.4850,4874.12,east,0
19.4,67587.21,0.1952,7784.85,south,0
26.4,56395.13,-0.0711,6178.70,south,1
27.1,74795.64,1.4977,7074.74,north,1
67.5,97161.90,1.4661,4563.45,south,1
36.7,61830.46,0.3497,4795.20,east,0
36.1,70685.09,0.5805,6475.45,north,1
68.8,44588.64,1.1796,4307.75,east,1
28.7,76455.70,-0.6926,1683.19,east,1
50.3,66417.20,0.3757,1494.21,east,1
67.3,64805.91,-0.4118,6106.77,west,0
65.3,76568.78,-0.9267,2725.77,south,0
26.3,40406.86,0.4647,2599.38,north,1
42.5,70357.80,1.0424,3173.84,east,1
31.1,68480.11,1.7706,7294.59,north,0
54.4,88484.90,,-1181.93,east,1
30.8,28478.46,1.0760,-2303.11,south,0
27.2,58809.94,-0.1754,5766.90,south,0
32.1,99128.05,-1.4356,4533.48,north,1
24.8,53184.16,-0.6097,9671.82,east,0
55.3,52663.02,0.3760,4234.30,west,0
32.5,91905.56,-0.5674,703.93,west,1
38.8,104677.38,1.8213,5972.14,west,1
32.3,62428.76,1.1572,6083.78,west,0
37.8,47767.19,-0.1901,6178.25,south,0
33.9,49898.05,1.6498,6204.39,north,0
36.4,53385.12,0.6170,11676.55,south,0
54.9,45453.68,1.5647,4051.96,west,0
27.0,46088.91,-0.1707,6306.41,west,0
53.7,63451.17,0.7485,4967.83,south,1
36.1,61061.07,-0.2186,-106.19,south,0
22.9,68807.25,0.0140,1439.18,east,1
24.2,60839.44,1.0968,2321.33,north,1
64.8,38992.22,1.8258,4103.02,south,0
20.2,73417.59,0.1225,1387.63,south,1
32.4,64715.07,0.2871,9316.99,south,1
62.9,50062.47,-0.8374,4747.79,east,0
22.1,55568.29,-0.1980,2094.55,west,0
29.0,66035.80,0.4772,2813.51,east,1
32.0,61740.71,-1.1893,5173.48,west,0
61.5,58071.82,-0.4090,3112.95,east,0
24.0,73889.51,-1.0611,1762.76,east,1
67.2,79158.81,0.1943,1274.72,north,1
24.2,54797.04,0.8558,4914.24,north,1
47.4,59982.83,0.3290,10240.00,north,1
58.2,40767.27,-0.2619,-3376.79,north,0
47.0,57363.41,-0.9583,3801.24,west,0
44.4,68762.56,-1.5359,5059.54,east,0
40.8,75626.06,0.0226,2468.44,east,1
31.1,63303.27,1.4562,11632.98,east,1
69.6,58797.24,-0.2496,5449.54,west,0
39.0,47694.56,-0.0580,-206.50,north,1
51.3,64160.07,-0.4186,5707.71,south,0
48.3,,-1.0705,1340.27,south,0
68.0,62593.71,1.0231,7309.72,south,1
30.7,60693.05,0.6828,4950.62,east,1
26.1,44336.82,-1.4031,8488.62,south,0
64.8,66136.26,-1.1787,2018.68,west,0
44.5,56565.82,1.2890,6057.51,west,1
51.3,70933.86,-0.8342,9827.84,west,0
50.5,51787.50,-0.0375,4142.65,north,1
58.7,68851.23,-0.9767,1822.97,west,0
61.6,87912.84,0.3135,3824.38,west,1
54.5,63490.97,-0.7435,5567.33,north,0
18.3,74254.01,-0.5697,3780.37,north,1
61.5,49009.59,-1.0559,6247.11,west,0
20.2,54090.25,1.8206,8335.26,south,0
62.6,27013.03,2.4899,2372.32,south,0
18.1,57649.12,0.2198,210.16,south,0
58.3,40380.71,0.6473,2163.98,south,0
51.2,62324.15,0.5527,34.28,south,0
19.3,23933.31,0.0136,2536.28,east,0
57.2,45106.19,-0.0770,4069.98,south,0
48.1,61763.11,-0.3366,-302.87,east,0
24.3,67196.04,0.7602,4936.11,west,1
63.6,31087.68,-1.1646,4614.61,west,0
48.7,52985.19,-0.7912,-43.03,west,0
42.1,105501.93,0.6832,3436.42,north,1
67.2,,-1.3352,-239.61,east,1
28.6,63121.59,1.5570,6462.38,north,1
27.2,11701.51,-0.2534,3776.64,west,0
64.4,44046.33,0.1881,6027.34,south,0
26.3,69454.44,1.2806,8793.31,east,0
60.5,64433.41,-0.0362,6582.89,west,0
28.9,68297.86,0.1348,4554.60,west,0
60.3,77175.12,-0.5544,5467.87,north,1
39.2,62001.18,0.5022,3147.63,west,1
50.1,75284.17,,4438.27,east,1
49.6,28673.74,-0.8345,9769.22,south,0
38.5,104374.62,0.6386,2799.89,south,1
45.0,55012.65,0.9411,4202.19,south,1
51.8,48865.63,0.4606,5215.93,west,0
25.1,86720.08,-0.7102,5592.37,south,1
65.6,70916.70,0.9036,6721.69,west,1
60.8,77399.45,1.3201,1066.21,south,1
28.8,49349.41,-0.4593,2995.52,north,0
29.7,65217.01,-1.7431,4229.60,north,1
38.5,72778.54,-0.6666,5350.11,west,1
58.1,40192.27,0.0272,6365.97,east,0
44.9,56396.39,1.2569,5721.23,west,1
34.4,55939.53,1.1565,4699.60,south,1
58.0,55101.57,0.6678,1768.29,north,1
28.2,47881.79,-0.6065,1081.62,east,0
54.8,38027.21,0.7404,969.81,west,1
57.2,67806.10,0.0023,6942.51,south,0
23.3,,-0.9729,9130.92,east,1
47.6,80567.56,-1.7080,1969.81,north,0
48.9,59005.84,0.9702,350.54,south,0
68.5,48393.98,-1.5530,3377.50,north,0
33.5,34670.47,1.2103,5114.43,south,0
41.9,61703.24,2.1748,2842.90,east,1
66.7,54728.21,0.0428,3759.66,south,1
24.8,95670.18,-0.8000,6422.48,east,1
64.6,100587.14,-0.6038,5518.66,east,0
37.0,87985.91,-0.6422,3095.90,east,1
35.9,44270.00,0.3766,611.55,west,0
69.7,35599.04,0.9716,3999.06,west,0
38.3,56049.58,-0.7169,7623.46,west,0
30.9,44439.59,-0.3101,-556.35,south,1
28.8,85216.48,-0.6147,8974.87,south,1
54.2,62235.18,1.1109,4961.56,south,1
51.1,53025.04,0.9498,8914.42,south,0
30.4,59932.65,-0.8068,2500.54,east,0
43.7,82309.10,-0.2857,2096.81,west,1
32.9,43549.87,0.1686,476.62,east,1
61.5,68764.68,-1.7120,5136.61,south,0
36.6,36864.89,-0.5085,4832.21,east,0
50.0,56520.89,0.1423,3834.63,south,0
65.5,48535.52,-1.3372,4713.24,east,0
30.4,65717.46,0.2128,5777.40,east,1
67.5,62894.13,0.0536,2109.68,south,0
43.2,81276.50,,7203.11,north,1
51.3,72259.48,1.0036,-223.12,south,1
32.1,49511.44,-0.8923,3060.37,west,0
54.1,36842.50,0.4157,5473.28,south,0
55.6,45805.68,-0.2363,3680.96,north,0
48.8,52621.57,1.0619,4939.25,north,1
62.9,56115.46,-0.7445,-199.17,east,0
42.5,46777.07,0.5848,3525.71,north,1
18.8,79195.26,0.6007,4286.38,south,1
65.5,,1.1000,245.52,east,1
47.5,55361.01,1.5570,6112.81,east,1
50.0,51405.90,-1.4521,750.61,north,1
49.1,55952.15,-0.0633,1957.61,south,0
20.1,59354.78,-1.0308,568.25,east,0
33.0,59730.02,0.9459,4969.40,south,1
22.7,31631.72,1.3195,2095.36,north,0
51.8,52542.01,-0.2801,6150.20,east,0
62.4,27090.08,0.2403,6861.01,east,0
52.3,60744.64,,3352.88,west,1
60.3,72016.71,0.2038,5994.24,east,1
35.3,41400.71,-0.1182,9600.97,south,0
19.6,63023.59,-1.5736,-523.21,east,1
39.3,49314.83,-0.6756,-689.14,west,0
26.8,47859.33,0.9682,9616.01,south,0
33.9,94699.96,-1.3977,1790.57,west,1
30.4,75800.09,0.2851,12899.92,north,1
27.4,68633.74,0.2174,6976.12,west,1
53.8,52451.97,-0.0045,-2386.61,north,1
49.1,67346.79,0.7738,7026.21,south,1
60.8,56722.29,-0.7132,4047.20,south,0
69.2,68108.72,1.3423,4749.89,east,1
30.4,44264.67,-0.4136,6946.86,south,0
66.8,58840.82,0.9852,2677.63,east,1
57.9,53143.87,-0.5532,3523.77,west,0
47.3,35194.05,0.2592,4896.88,east,0
68.6,89884.88,-0.3120,-613.32,east,1
44.6,,1.6262,3622.71,east,1
19.5,46171.31,-0.9949,5249.54,west,0
24.5,34220.61,-0.6022,4579.44,north,0
34.3,47293.88,1.4147,4905.04,north,0
54.2,45319.19,0.7871,4498.79,south,1
47.4,49354.75,-0.0287,-1290.53,south,0
53.5,33430.15,-0.2418,1888.53,north,0
19.0,45471.04,-1.2309,-1260.41,south,1
30.9,61190.69,-0.2548,5455.74,south,0
46.8,67345.34,0.3505,7377.83,east,1
52.0,25158.85,1.1682,4989.37,west,0
40.5,60036.89,0.9079,-1467.64,north,1
29.3,42647.96,1.4065,3419.52,east,0
34.1,41680.90,0.3781,6906.69,west,0
57.6,54430.84,-0.6775,5965.47,north,0
55.3,47953.69,-0.3275,6813.78,west,0
30.9,,1.4855,7005.32,south,1
67.4,72432.25,0.1124,1399.13,east,1
20.3,54671.59,,5299.87,east,1
30.2,48680.22,-1.5206,5504.69,south,0
40.8,91678.88,-0.4636,1592.54,east,1
59.8,,-0.7628,2876.01,east,1
47.4,66888.70,0.2594,4241.15,east,1
53.1,57342.87,-0.7514,10367.06,south,0
67.5,77867.55,-1.2722,7728.13,east,1
37.1,85683.68,-0.0662,4697.24,west,1
27.4,50759.77,-2.2033,4806.05,east,1
39.3,91987.64,-0.5633,-89.36,south,1
47.3,57247.88,0.4189,4757.93,north,1
25.0,79373.00,-1.1022,7624.53,north,1
20.0,50936.76,-0.0433,3451.82,east,0
55.8,61248.02,-0.8446,6246.86,north,1
69.4,52008.93,-0.3261,8752.36,north,0
66.4,60517.94,0.2401,3761.51,east,1
37.6,78080.23,0.4598,114.82,south,1
41.6,44156.30,0.4277,4369.06,west,0
61.1,54765.17,-0.7213,4223.80,south,0
69.2,,1.4855,12684.76,south,1
36.5,51776.88,0.3255,4402.12,north,1
67.5,96127.48,-0.6190,4345.88,west,1
54.3,34095.05,1.3074,7671.44,south,1
25.7,105051.21,-0.3749,2470.40,east,1
41.4,48364.52,1.9103,3672.83,north,1
18.2,77326.96,0.8329,4213.20,south,1
39.2,88728.81,-0.0907,4119.12,west,1
45.2,69505.72,-0.4529,5780.16,east,1
59.5,35009.83,-0.7953,5152.64,south,0
35.2,54113.52,-0.7462,-2273.90,north,0
51.8,61269.02,-0.2541,7976.72,west,0
52.5,70103.98,1.3286,3312.86,north,1
45.3,77522.42,0.1927,6727.71,north,1
49.9,80044.69,-0.0609,4924.28,east,1
41.9,86247.30,0.4316,6465.16,south,1
49.7,43116.82,-0.2860,8596.66,east,0
42.0,77693.52,-1.2022,4110.99,west,0
65.4,29025.95,-1.4253,3366.22,west,0
23.9,62683.94,1.4068,5830.13,south,0
62.9,40997.26,-0.2504,4399.03,east,0
56.7,28329.88,1.5858,9988.16,south,0
18.6,76398.02,1.8752,4039.83,north,1
55.4,59500.25,0.2982,2972.78,east,1
36.9,77673.74,0.7768,10609.22,west,1
44.4,31825.96,-0.3256,2694.19,north,0
44.9,38321.26,-0.1001,7054.72,north,1
56.2,58259.92,0.1074,2957.67,east,1
43.3,48162.42,0.0210,6707.33,east,0
51.1,61304.48,1.4986,9462.72,south,1
29.4,48916.63,-0.0659,8871.04,north,1
21.7,53970.29,,3589.71,east,1
52.7,39635.35,0.1477,6453.90,south,0
69.4,82915.40,0.6417,8351.60,west,1
22.0,54334.26,1.8281,5181.41,north,1
65.4,38948.84,-1.4891,10346.10,north,0
38.0,72163.56,1.1736,9474.24,east,1
52.0,68660.75,-0.5819,9927.51,west,0
31.8,63895.65,0.2252,4931.14,west,1
53.9,64012.96,-0.3061,6054.73,south,1
40.7,52987.10,-0.4366,1264.82,west,0
59.3,57688.14,-1.3035,2229.50,west,0
32.4,20509.19,-2.5929,6599.61,north,0
35.3,32224.34,2.1328,2735.97,east,0
50.5,38062.26,0.8842,5000.85,west,1
23.5,65139.39,-0.2049,1695.54,west,1
68.7,81841.73,-1.8004,2791.79,east,1
49.6,57088.06,0.6929,1259.61,east,1
68.6,55252.31,1.5858,5792.28,west,0
27.3,80163.24,0.4595,2701.40,west,1
54.9,53526.31,-1.6587,5295.04,east,1
28.5,71738.03,-0.4840,6644.50,east,1
22.3,67734.68,0.2917,3824.31,south,1
41.0,36307.67,-0.0412,4948.26,north,0
42.5,65655.49,1.1274,11741.57,north,1
47.0,63690.96,-0.9271,6540.55,west,0
42.3,39494.32,-0.6045,9645.44,north,0
28.2,41522.60,-2.4319,9379.48,north,0
53.5,37251.81,1.1483,7516.29,west,1
31.8,84554.18,0.6593,6492.70,north,1
33.1,97786.50,-0.4046,80.23,north,1
58.6,72668.64,-1.7556,6380.01,north,1
53.5,88085.04,0.8856,1950.44,south,1
55.8,35915.78,-1.3816,917.80,south,0
65.9,85201.13,-1.2445,4709.38,south,0
62.3,95323.39,-1.8954,8326.36,west,1
29.4,88941.04,-1.3961,6691.14,east,1
68.8,43207.74,-0.9227,7089.60,north,0
45.0,79457.09,-1.0686,7253.11,east,1
47.0,57983.22,1.1081,7247.33,west,1
32.5,79292.07,0.7240,1781.03,east,1
38.1,48542.72,0.0884,1651.61,north,1
47.0,60268.83,-0.5568,5180.07,east,0
19.7,49818.10,-0.0346,8037.22,south,0
55.5,68560.98,-1.3111,4805.99,north,0
36.1,58221.46,0.4060,2686.12,south,1
54.0,79972.41,-0.9265,3309.35,west,0
56.1,74803.93,-0.5025,3495.64,east,1
50.2,67489.49,0.3447,2970.27,north,1
21.9,59379.48,-0.8696,1670.50,east,0
47.3,54635.79,-1.3848,9712.53,west,0
36.4,60131.90,1.0271,5471.24,north,1
55.2,73497.04,-1.7232,-6.68,south,0
55.0,62371.93,-1.2782,5470.18,east,0
44.1,65260.48,-1.1691,6494.79,south,0
56.0,59378.12,-0.7235,7447.68,south,0
25.5,58696.37,-0.1385,1862.31,south,0
60.4,48134.45,-3.2239,-647.47,south,0
68.4,26398.47,-0.5012,11780.10,west,0
64.8,70318.02,1.4096,1039.83,north,1
60.2,70091.49,1.1961,683.75,south,1
39.1,42656.93,0.8856,5454.48,north,1
66.5,94331.33,-0.0826,8232.23,east,1
47.2,39123.54,0.2189,7895.48,north,0
29.2,77943.44,-0.5575,2442.55,west,1
46.2,64587.47,-1.6795,4981.59,north,1
62.2,65712.16,0.3599,2692.89,east,1
53.3,80463.94,1.0828,4895.56,north,1
61.3,76590.69,0.3003,2865.19,north,1
19.8,60499.01,-0.0283,12402.54,south,0
68.4,41074.06,0.8719,8467.41,south,0
66.0,38174.65,0.3199,4329.74,north,1
44.1,63474.44,1.1295,4484.12,east,1
66.0,88403.82,-0.4266,9062.04,east,1
27.5,75839.54,-1.8085,2823.70,east,1
37.0,59495.26,0.4920,4110.07,east,1
26.8,66000.21,0.8939,3503.75,east,1
52.8,72360.18,-0.7842,4977.87,west,0
65.7,90921.10,0.2377,10011.11,north,1
66.4,46428.92,0.7283,2962.57,west,1
22.2,73080.57,-2.7526,1160.17,west,1
58.0,65063.96,2.4734,1503.93,east,1
47.1,46441.40,0.7851,3021.62,north,1
29.5,41827.09,-0.2015,718.15,west,0
64.5,82847.35,-1.1709,1154.61,west,0
45.5,66008.94,-1.5961,2353.70,west,0
20.2,56308.03,3.3745,6384.67,east,1
37.5,61878.23,-0.3310,5646.33,west,0
53.5,77711.06,0.7059,3809.87,south,1
62.2,61776.19,-0.6688,5997.70,north,1
28.3,88908.56,,5006.45,south,0
48.8,55422.64,0.6633,4542.77,west,0
22.5,46004.12,-0.9545,2215.95,south,0
65.4,58069.91,-0.0807,7279.05,south,0
18.5,43235.70,-0.2068,4784.60,west,0
68.5,53820.56,0.4849,4250.60,south,1
47.4,82083.16,0.8685,3782.17,east,1
57.1,90729.66,-0.1830,5320.92,west,1
52.8,,,4603.01,west,1
44.3,63638.88,-0.4850,1184.76,east,1
40.8,43765.77,-0.3944,3070.95,west,0
28.8,42089.45,0.0848,1293.11,east,0
32.9,66730.00,-0.2621,-3918.71,west,1
22.9,63091.19,0.7887,957.87,west,1
31.9,49671.97,-2.8956,12578.43,south,0
52.0,52079.30,-1.7984,-462.24,south,0
46.7,88092.67,-2.2089,4533.75,north,1
47.5,77884.80,1.4267,7130.80,west,1
45.5,61051.62,0.8348,4337.36,south,0
67.2,64198.87,-0.7073,4530.36,north,0
62.2,83029.89,0.3939,1788.89,east,1
31.7,66571.35,-1.7956,2676.25,north,1
47.0,64381.39,-0.3132,2704.56,north,0
68.4,31835.59,1.5038,1330.01,north,0
31.9,29782.16,0.6589,4404.99,east,0
54.5,25792.80,2.1724,6759.49,south,0
51.7,19602.62,-0.5004,7593.47,north,0
52.8,59848.73,1.1731,10029.81,north,1
46.9,66028.16,0.1108,6666.80,east,1
56.5,44439.69,0.3266,14750.13,west,0
37.5,68021.37,0.2649,5445.32,south,1
66.7,68048.95,0.7877,1593.56,east,1
47.5,58684.85,1.3542,574.92,south,1
35.6,33613.11,0.0697,5717.05,east,1
51.2,86032.58,0.3921,7499.31,east,1
53.6,84817.78,-0.0956,7780.72,north,1
65.8,49721.01,0.3001,5070.83,west,0
51.1,94981.18,-0.8139,8991.80,west,1
45.2,60918.04,1.0281,5160.51,west,1
36.4,45980.78,0.7265,3815.73,east,1
40.1,52741.24,0.3427,4512.25,west,0
32.9,26740.77,-0.0019,5269.74,south,0
50.3,53798.77,-0.6638,6867.19,east,1
62.8,31317.66,-0.9492,1303.29,north,0
48.8,80454.55,-1.1192,1812.86,south,0
28.6,65844.82,-0.7912,8533.61,west,1
19.9,35118.72,0.9484,3904.68,west,1
63.7,70415.01,0.4500,8560.20,west,1
33.4,29219.06,-1.4363,6972.23,north,0
53.8,62907.94,-0.9704,5947.06,north,0
67.2,68686.57,1.3782,8662.38,east,1
66.9,61304.87,1.7166,4564.40,south,1
46.9,39851.53,0.8800,7017.06,north,1
65.5,58091.50,2.1722,7497.69,east,1
38.9,56786.86,-0.6762,8214.70,north,0
66.9,61155.90,0.4726,2161.84,east,1
53.3,86813.83,-0.6203,4951.81,west,0
22.2,90545.27,2.2900,9612.58,east,1
60.2,88500.56,0.4748,7219.56,east,1
26.4,48677.91,0.4668,9180.57,east,1
69.8,46613.31,0.4178,9729.77,east,1
20.6,60465.68,-0.6551,3289.06,south,0
57.4,67896.73,-0.0141,5006.69,north,1
25.9,23031.93,-2.2752,9461.06,south,0
46.1,49033.96,-0.4052,6703.66,north,0
37.4,92298.85,-0.9725,2424.00,north,1
63.5,37718.57,0.8524,6446.10,west,1
32.2,46783.00,1.4142,6301.43,east,0
55.4,47343.14,0.3320,3487.56,south,0
66.9,68843.78,-0.9864,3913.89,west,0
21.3,58892.85,-1.0575,7857.32,north,0
55.1,54223.88,0.8144,7227.30,north,1
22.4,32730.49,-0.2106,1751.77,north,0
58.5,71030.78,-0.2034,2304.76,south,1
62.6,60085.66,-1.0337,4134.42,north,0
25.2,48064.04,0.3137,5109.83,north,1
64.0,60497.98,0.2721,4835.37,west,0
40.8,74234.40,0.8839,2532.18,north,1
34.0,33455.98,-0.8834,6024.06,east,0
68.2,32105.15,0.0366,-1081.87,east,0
38.0,41635.60,-1.3708,2469.55,south,0
28.9,44291.57,0.3009,5099.24,north,1
35.1,8000.00,0.0785,5010.01,west,0
65.0,49160.74,-0.3041,4681.01,east,0
69.2,80054.85,0.9865,6094.78,north,1
41.7,54071.52,-1.2207,5555.10,south,0
43.7,78328.53,1.6576,4054.25,east,1
49.1,8226.92,0.4918,9838.04,south,0
61.7,57977.51,0.6634,4709.47,east,1
18.5,85002.81,0.3597,12920.04,west,1
59.4,88326.60,-0.6353,-40.81,west,1
68.6,51011.95,-0.4915,7701.18,east,0
39.1,45146.41,1.0501,1193.99,south,0
40.8,66938.54,0.0639,-142.75,east,1
67.8,38074.52,,2042.87,east,1
39.2,53442.45,-0.2718,-3802.47,west,1
37.6,29893.56,0.9401,3425.51,south,0
62.7,61491.23,0.7458,4701.61,west,1
42.6,60097.93,-1.2337,1910.66,east,0
51.6,89350.13,2.0728,3569.57,north,1
32.9,66450.18,1.1441,6352.00,east,1
53.4,48112.74,0.9293,3063.32,east,1
37.1,58338.06,0.4187,7810.48,west,0
58.7,36773.93,0.0301,2754.74,south,0
43.6,60618.80,0.9577,10620.36,north,1
65.8,56140.76,2.7121,4909.16,east,1
46.5,67595.61,-0.0048,932.26,south,1
62.6,76817.48,-1.0278,7150.44,north,0
40.9,23942.16,0.0551,5709.64,south,0
52.8,65905.30,0.1607,458.94,south,1
31.9,73302.88,1.0585,10903.75,west,1
48.5,38392.53,-1.1614,3663.30,north,0
52.5,94267.50,,6725.13,south,1
27.9,47004.65,-0.2377,13191.12,west,0
46.3,104419.85,1.0739,2925.71,south,1
65.9,74145.04,1.2092,2818.33,south,1
28.5,,0.2857,6405.07,north,1
43.4,64873.77,1.1670,-2218.28,east,1
61.5,78208.76,0.1898,8325.42,north,1
40.2,,0.1826,2363.02,south,0
19.6,45459.62,-2.2387,9359.93,west,1
45.3,24616.05,-0.8342,8758.66,east,0
42.0,69785.07,-1.0668,1612.78,east,0
66.2,47190.14,0.5288,1014.94,south,1
52.5,73563.08,0.1459,8848.52,east,1
58.4,70768.18,-1.0283,1283.48,west,0
37.1,35823.53,0.1058,5109.30,south,0
64.6,72655.91,-0.0679,6464.67,south,1
61.1,64675.56,0.4513,7685.60,west,1
22.7,63628.85,-0.5046,5182.28,east,1
52.4,68307.90,-0.6721,2594.92,west,0
65.0,59524.36,1.2865,7593.12,east,1
51.8,60217.96,-0.2162,6480.80,south,0
68.5,79035.40,1.0782,8399.28,north,1
31.6,42044.92,-0.8453,1882.01,west,0
48.6,38306.85,-0.1818,9794.10,south,0
45.7,46273.14,-0.2815,6654.46,north,0
33.4,78675.88,-0.9368,4087.59,north,1
58.6,54188.07,0.7665,6927.24,north,1
40.4,94548.61,-1.3167,4772.80,east,1
51.8,8000.00,0.2809,-585.47,south,0
58.7,47123.78,-2.1161,3045.05,east,0
55.8,51952.50,,6088.52,south,0
23.2,64880.87,0.0804,5899.73,north,1
20.9,84124.43,1.1770,5728.98,east,1
60.7,56634.45,2.0726,2698.98,south,1
51.8,41652.01,-0.6517,1855.38,west,0
25.7,75110.97,0.0481,3693.64,south,1
24.8,87953.48,-1.2621,5575.13,south,1
43.9,13884.29,-0.4267,4678.12,north,0
27.3,70454.41,0.0960,6043.26,east,1
66.4,65343.79,0.0711,2928.33,east,1
29.6,44965.58,0.8258,3211.43,south,0
67.1,51412.73,0.5349,3138.88,north,0
55.2,65217.20,1.0177,4109.48,east,1
46.9,60506.11,,3148.76,east,0
52.9,55507.76,0.1776,4802.35,west,0
54.0,38934.52,-1.0154,3572.80,west,0
32.8,65143.30,-0.1424,9054.99,north,1
43.4,48003.68,,2809.07,east,0
21.4,61554.63,-0.0782,2108.27,north,1
20.5,49398.48,0.0777,6270.96,east,0
67.1,63580.67,-0.4393,10026.36,east,0
62.2,73467.02,-0.3818,4508.90,south,0
57.2,64227.92,-1.6904,1304.51,west,0
23.4,71846.30,-0.6306,7303.09,west,1
50.4,34963.19,-0.5779,1782.21,north,0
55.2,68353.15,0.2426,4793.88,east,1
40.4,65212.08,0.4790,4149.09,east,1
37.7,48677.70,-0.4240,1376.02,south,0
55.8,57006.38,-0.1227,7444.79,east,1
18.5,9492.70,0.3756,6004.96,south,0
42.5,61397.07,-0.8760,4495.84,east,0
31.3,52569.39,1.0358,5815.92,east,1
41.1,19067.78,2.0625,1379.05,west,0
46.7,69088.72,0.3996,4038.45,north,1
39.9,48432.19,-0.4643,5950.97,east,0
63.6,64951.10,0.2382,7095.72,south,1
63.9,55631.87,1.1880,-664.34,south,1
57.5,68662.08,1.2910,6357.09,west,1
59.3,61498.55,-1.3269,1732.92,north,0
44.0,54747.26,0.3433,-1501.43,west,0
32.1,68828.98,-0.7103,7409.00,west,0
60.4,74950.32,-0.4240,8291.97,south,0
